StimuliImages,CorrAns1,Train_pos_neg.thisRepN,Train_pos_neg.thisTrialN,Train_pos_neg.thisN,Train_pos_neg.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,session,participant,version,frameRate,expName,date,order,
Bad.jpg,l,0,0,0,1,l,1,0.755975292408,001,1,1,59.8484013525,IAT-1.3,2015_jul_20_1355,1,
